artist;song;duration_ms;year;tempo;genre;energy;key;loudness
Fat Joe;What's Luv? (feat. Ja-Rule & Ashanti);267093;2001;93.955;hip hop, pop;0.707;8;-5.074
Shontelle;Impossible;226533;2010;90.034;pop, R&B;0.624;8;-3.631
Calvin Harris;Blame (feat. John Newman);212960;2014;128.024;hip hop, pop, Dance/Electronic;0.857;0;-4.078
S Club 7;Don't Stop Movin';233626;2001;117.033;pop;0.672;7;-6.133
My Chemical Romance;Teenagers;161920;2006;111.647;rock;0.857;4;-3.063
Delta Goodrem;Born to Try;251280;2003;133.838;pop;0.589;8;-6.813
Black Eyed Peas;Don't Lie;219000;2005;89.885;hip hop, pop;0.785;9;-5.299
Usher;Caught Up;224640;2004;110.086;hip hop, pop, R&B;0.806;6;-4.606
Bastille;Pompeii;214147;2013;127.435;pop, rock;0.715;9;-6.383
Young Money;BedRock;288133;2009;148.005;hip hop, pop;0.664;8;-6.163
Christina Milian;Dip It Low;197186;2004;169.131;hip hop, pop, R&B;0.722;11;-4.207
Black Eyed Peas;Meet Me Halfway;284373;2009;130.0;hip hop, pop;0.629;11;-6.857
Maroon 5;Maps;189840;2014;120.003;pop;0.723;1;-5.51
OneRepublic;All The Right Moves;238000;2009;146.024;pop;0.948;0;-3.527
Paramore;Misery Business;211520;2007;172.977;pop, rock;0.906;1;-3.677
Sam Smith;Like I Can;167065;2014;99.933;pop;0.627;7;-6.627
Kiiara;Gold;225882;2015;113.049;rock, pop, Dance/Electronic;0.412;8;-9.343
Mary J. Blige;No More Drama;326240;2001;97.914;pop, R&B;0.837;6;-6.818
Sisqo;Thong Song;253733;1999;121.549;hip hop, pop, R&B;0.888;2;-6.959
Kelis;Bossy;273973;2006;84.021;pop, R&B, Dance/Electronic;0.633;4;-5.316
Katy Perry;Chained To The Rhythm;237733;2017;95.029;pop;0.8;0;-5.404
Selena Gomez & The Scene;Who Says;195613;2011;101.019;pop, Dance/Electronic;0.927;4;-2.915
Calvin Harris;How Deep Is Your Love;212640;2015;122.003;hip hop, pop, Dance/Electronic;0.868;11;-4.373
Jason Derulo;Ridin' Solo;215746;2010;89.338;hip hop, pop;0.83;9;-4.02
Ed Sheeran;Perfect;263400;2017;95.05;pop;0.448;8;-6.312
George Michael;Amazing;265826;2004;128.429;set();0.754;10;-6.825
Florence + The Machine;Spectrum (Say My Name) - Calvin Harris Remix;218190;2011;126.092;rock, pop, Dance/Electronic;0.946;11;-3.85
Little Mix;Black Magic;211773;2015;111.987;pop;0.896;4;-4.467
LMC;Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit;171546;2004;128.658;Dance/Electronic;0.905;6;-5.395
Kardinal Offishall;Dangerous;246053;2008;117.002;hip hop, pop, R&B;0.79;8;-5.957
Sam Smith;Stay With Me;172723;2014;84.094;pop;0.42;0;-6.444
Lady Gaga;Born This Way;260253;2011;123.907;pop;0.828;11;-5.108
Lana Del Rey;Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;214912;2013;126.052;pop;0.81;1;-5.791
Mary J. Blige;Be Without You - Kendu Mix;246333;2005;146.559;pop, R&B;0.7;2;-5.881
Sandi Thom;I Wish I Was a Punk Rocker (with Flowers in My Hair);151640;2006;108.102;World/Traditional, pop;0.465;4;-6.815
Ludacris;Money Maker;230613;2006;78.756;hip hop, pop;0.598;1;-6.79
The Chainsmokers;Closer;244960;2016;95.01;pop, Dance/Electronic;0.524;8;-5.599
Demi Lovato;Cool for the Summer;214746;2015;114.101;pop;0.613;5;-5.593
Ariana Grande;Dangerous Woman;235946;2016;134.052;pop;0.604;7;-5.32
G-Unit;Wanna Get To Know You;265026;2003;76.91;hip hop, pop;0.826;10;-3.651
Nelly;Dilemma;289160;2002;168.189;hip hop, pop, R&B;0.552;2;-8.074
David Guetta;Play Hard (feat. Ne-Yo & Akon);201000;2012;130.072;hip hop, pop, Dance/Electronic;0.921;8;-1.702
Pitbull;Time of Our Lives;229360;2014;124.022;hip hop, pop, latin;0.802;1;-5.797
Nelly Furtado;I'm Like A Bird;243160;2000;89.661;hip hop, pop, latin;0.608;10;-5.085
Chris Brown;Kiss Kiss (feat. T-Pain);250666;2007;140.043;hip hop, pop, R&B;0.658;10;-3.386
Will Smith;Switch;197666;2020;102.516;hip hop, pop;0.9;5;-4.325
Charlie Puth;We Don't Talk Anymore (feat. Selena Gomez);217706;2016;100.017;pop;0.563;1;-8.053
Gym Class Heroes;Cookie Jar (feat. The-Dream);216317;2008;113.053;hip hop, pop;0.668;5;-4.061
Manic Street Preachers;Your Love Alone Is Not Enough (feat. Nina Persson);235693;2007;126.766;rock, pop;0.921;2;-3.049
Charlie Puth;Dangerously;199133;2016;112.291;pop;0.517;2;-8.379
Years & Years;Shine;255506;2015;108.002;pop, Dance/Electronic;0.716;1;-5.21
Christina Aguilera;Ain't No Other Man;228906;2006;127.91;pop;0.742;7;-4.722
Sugababes;Too Lost In You;237693;2003;98.014;pop, R&B;0.705;1;-4.904
Linkin Park;Breaking the Habit;196906;2003;100.021;rock, metal;0.849;4;-5.218
Lady A;Just A Kiss;218840;2011;142.881;pop, country;0.639;1;-5.826
Fall Out Boy;Centuries;228360;2015;176.042;rock;0.858;4;-2.868
Marc Anthony;You Sang To Me;347106;1999;165.98;pop, latin;0.894;10;-5.42
Madonna;Music;225973;2000;119.854;pop;0.802;7;-8.527
Kanye West;Jesus Walks;193733;2004;87.312;hip hop;0.834;3;-4.686
Tweet;Oops (Oh My) [feat. Missy Elliott];237800;2002;159.963;hip hop, pop, R&B;0.536;10;-8.786
Faith Hill;Breathe;250546;1999;136.859;pop, country;0.496;7;-9.007
Selena Gomez;Same Old Love;229080;2015;98.02;pop;0.593;11;-4.01
Sia;Elastic Heart;257200;2014;130.075;pop;0.791;9;-4.998
Britney Spears;Work B**ch;247853;2013;128.012;pop;0.816;9;-6.535
Rihanna;Needed Me;191600;2016;110.898;hip hop, pop, R&B;0.314;5;-8.091
Sofía Reyes;1, 2, 3 (feat. Jason Derulo & De La Ghetto);201526;2018;94.968;pop, latin;0.895;1;-3.112
Kesha;C'Mon;214333;2012;126.025;pop, Dance/Electronic;0.781;1;-5.448
Marshmello;Silence;180822;2017;141.971;pop, Dance/Electronic;0.761;4;-3.093
Ed Sheeran;Thinking out Loud;281560;2014;78.998;pop;0.445;2;-6.061
Robbie Williams;Eternity;302760;2001;77.967;pop, rock;0.316;10;-8.106
Lana Del Rey;Lust for Life (with The Weeknd);264011;2017;99.979;pop;0.676;0;-8.618
Eminem;Just Lose It;248680;2004;121.003;hip hop;0.633;8;-3.56
James Blunt;Bonfire Heart;238000;2013;118.021;pop;0.821;0;-5.7
Tones And I;Dance Monkey;209438;2019;98.027;pop;0.588;6;-6.4
Gigi D'Agostino;L'Amour Toujours;238759;2011;139.066;pop;0.728;7;-7.932
Ne-Yo;Beautiful Monster;251573;2010;128.013;pop, R&B;0.771;5;-6.99
Ronan Keating;Lovin' Each Day;212973;2000;106.676;pop, rock;0.899;1;-6.261
Mark Ronson;Uptown Funk (feat. Bruno Mars);269666;2015;114.988;pop;0.609;0;-7.223
Brandy;What About Us?;253200;2002;93.118;hip hop, pop, R&B;0.698;5;-2.942
Westlife;The Rose;219106;2006;109.581;pop;0.203;9;-9.706
Lorde;Royals;190185;2013;84.878;pop, Dance/Electronic;0.428;7;-9.504
Ed Sheeran;Shape of You;233712;2017;95.977;pop;0.652;1;-3.183
ZAYN;PILLOWTALK;203686;2016;124.909;pop, Dance/Electronic;0.702;11;-4.271
Kelly Rowland;Work;207920;2010;102.757;hip hop, pop, R&B;0.823;10;-6.351
Bad Bunny;MIA (feat. Drake);210367;2018;97.062;latin;0.539;6;-6.349
Blake Shelton;Honey Bee;210720;2011;205.57;country;0.849;4;-5.131
Diddy;I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans];285586;2004;199.764;hip hop, pop;0.471;1;-7.392
Gabriella Cilmi;Sweet About Me;202133;2008;131.977;R&B;0.701;6;-5.035
Maroon 5;One More Night;219546;2012;92.997;pop;0.821;5;-3.435
3 Doors Down;Let Me Go;243053;2012;92.004;pop, rock, metal;0.863;1;-4.914
Cashmere Cat;Miss You (with Major Lazer & Tory Lanez);186231;2018;100.028;pop, rock;0.641;1;-4.502
Birdy;Wings;252106;2013;83.235;pop;0.707;7;-4.534
All Saints;Pure Shores;268746;2000;100.618;pop;0.664;6;-9.197
Basement Jaxx;Romeo;217493;2001;126.853;pop, Dance/Electronic;0.829;2;-4.171
Daft Punk;One More Time;320357;2001;122.746;hip hop, Dance/Electronic;0.697;2;-8.618
The Vamps;All Night;197640;2017;144.992;pop;0.804;8;-5.194
Bruno Mars;When I Was Your Man;213826;2012;72.795;pop;0.28;0;-8.648
will.i.am;Scream & Shout;283400;2013;130.033;hip hop, pop;0.685;5;-6.849
Maroon 5;Makes Me Wonder;211080;2007;113.996;pop;0.851;7;-2.429
Natalie La Rose;Somebody;189906;2014;104.99;set();0.52;0;-8.714
Alicia Keys;A Woman's Worth;303333;2001;75.09;pop, R&B;0.41;4;-8.323
Pitbull;Timber (feat. Ke$ha);204160;2012;129.992;hip hop, pop, latin;0.963;11;-4.087
Mystikal;Shake Ya Ass;256973;2000;98.054;hip hop, pop;0.607;7;-5.658
Tinie Tempah;Pass Out;268053;2010;91.1;hip hop, pop, Dance/Electronic;0.891;1;-3.261
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;2002;85.996;hip hop, pop;0.759;6;-4.315
Nelly;Ride Wit Me;291781;2000;101.875;hip hop, pop, R&B;0.7;7;-6.49
Eminem;Shake That;274440;2005;107.005;hip hop;0.643;1;-5.785
The Pussycat Dolls;Beep;229360;2005;103.7;pop, R&B;0.735;7;-6.382
Skrillex;Bangarang (feat. Sirah);215253;2011;110.026;hip hop, pop, Dance/Electronic;0.972;7;-2.302
Puddle Of Mudd;She Hates Me;216760;2001;109.781;rock, metal;0.748;4;-5.433
T.I.;Whatever You Like;249533;2008;150.053;hip hop, pop;0.687;9;-6.162
Kendrick Lamar;LOVE. FEAT. ZACARI.;213400;2017;126.058;hip hop;0.585;10;-7.343
Dua Lipa;New Rules;212000;2017;116.01;pop;0.72;9;-5.181
Franz Ferdinand;Do You Want To;215000;2005;123.091;rock;0.944;0;-2.896
The Chainsmokers;Sick Boy;193200;2018;89.996;pop, Dance/Electronic;0.577;11;-7.518
Oliver Heldens;Gecko (Overdrive) - Radio Edit;165440;2014;124.959;pop, Dance/Electronic;0.885;0;-5.469
Puddle Of Mudd;Blurry;303920;2001;157.469;rock, metal;0.936;3;-4.537
50 Cent;Ayo Technology;247946;2007;140.144;hip hop, pop;0.782;8;-5.44
Tyga;Taste (feat. Offset);232959;2018;97.994;hip hop, pop;0.559;0;-7.442
Black Eyed Peas;Don't Phunk With My Heart;239773;2005;130.889;hip hop, pop;0.928;5;-2.76
Shayne Ward;That's My Goal;219600;2006;68.637;pop;0.508;2;-5.966
Imagine Dragons;Demons;177506;2012;89.938;rock;0.71;3;-3.015
Chad Kroeger;Hero (feat. Josey Scott);200480;2003;147.387;metal;0.843;4;-4.54
Lady Gaga;Alejandro;274213;2009;98.998;pop;0.793;11;-6.63
Fat Joe;Make It Rain;247413;2006;149.28;hip hop, pop;0.697;11;-5.063
Sugababes;Hole In The Head;218173;2003;125.011;pop, R&B;0.933;6;-4.629
Kelly Clarkson;Because of You;219493;2004;139.92;pop, R&B;0.583;5;-5.284
Alicia Keys;Karma;256000;2003;85.098;pop, R&B;0.736;10;-6.203
Steps;It's the Way You Make Me Feel;197360;2000;105.006;pop, Dance/Electronic;0.665;8;-5.081
Red Hot Chili Peppers;Snow (Hey Oh);334666;2006;104.655;rock;0.9;11;-3.674
Migos;MotorSport;303076;2018;137.996;hip hop, pop;0.518;2;-5.32
NF;Let You Down;212120;2017;147.997;hip hop, pop;0.714;5;-5.68
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
Christina Perri;A Thousand Years;285120;2011;139.028;pop;0.407;10;-7.445
Jonas Brothers;Sucker;181026;2019;137.958;pop;0.734;1;-5.065
Dr. Dre;I Need A Doctor;283733;2011;155.826;hip hop;0.946;3;-4.521
Camila Cabello;Havana (feat. Young Thug);216896;2017;104.992;pop;0.517;7;-4.323
Deorro;Five More Hours;211975;2015;127.961;pop, Dance/Electronic;0.883;5;-3.226
Guru Josh Project;Infinity 2008;190013;2011;127.999;hip hop;0.849;7;-6.139
Christina Aguilera;Can't Hold Us Down (feat. Lil' Kim);255266;2002;98.989;pop;0.658;8;-4.481
Bobby V.;"Slow Down - 12"" Version";258666;2005;186.048;hip hop, pop, R&B;0.732;11;-4.896
Limp Bizkit;Behind Blue Eyes;269973;2003;120.315;metal;0.489;7;-6.66
Tinchy Stryder;Number 1;212773;2009;114.912;pop, Dance/Electronic;0.824;0;-3.912
LeAnn Rimes;I Need You;229826;2001;144.705;pop, country;0.736;7;-7.124
Far East Movement;Rocketeer;211253;2010;96.005;hip hop, pop;0.845;4;-6.115
Katy Perry;Waking Up In Vegas;199186;2008;130.989;pop;0.878;5;-3.108
The Fray;Never Say Never;256613;2009;160.139;pop;0.492;8;-5.767
Kelly Clarkson;Already Gone;281560;2009;78.139;pop, R&B;0.872;9;-2.996
DJ Snake;You Know You Like It;247266;2014;196.093;hip hop, pop, Dance/Electronic;0.725;5;-5.346
Bryson Tiller;Don't;198293;2015;96.991;hip hop, pop, R&B;0.356;11;-5.556
Lorde;Team;193058;2013;100.05;pop, Dance/Electronic;0.582;6;-7.444
Kiesza;Hideaway;251986;2014;122.993;pop, Dance/Electronic;0.72;7;-4.135
Evanescence;My Immortal;262533;2003;79.012;metal;0.265;9;-9.206
Fall Out Boy;Thnks fr th Mmrs;203506;2007;154.837;rock;0.891;10;-5.057
3 Doors Down;Here Without You;238733;2002;143.994;pop, rock, metal;0.533;10;-6.817
Missy Elliott;Work It;263226;2002;101.868;hip hop, pop, R&B;0.677;1;-5.603
Trick Daddy;I'm a Thug;254400;2001;139.976;hip hop, pop;0.561;11;-5.961
Macklemore & Ryan Lewis;Thrift Shop (feat. Wanz);235613;2012;94.992;hip hop, pop;0.526;6;-6.985
Girls Aloud;Sound Of The Underground;221426;2003;163.944;pop, Dance/Electronic;0.867;11;-5.861
Lloyd;Get It Shawty;209533;2007;128.014;hip hop, pop, R&B;0.905;5;-4.032
No Doubt;Hey Baby;207040;2001;93.63;rock, pop;0.872;11;-3.557
Atomic Kitten;The Tide Is High - Radio Mix;206093;2002;103.997;pop;0.649;7;-4.127
Petey Pablo;Freek-A-Leek;235186;2003;104.917;hip hop, pop;0.697;2;-3.716
Nelly;Country Grammar (Hot Shit);287000;2000;162.831;hip hop, pop, R&B;0.664;2;-6.822
Chris Brown;Gimme That;186826;2005;87.165;hip hop, pop, R&B;0.572;11;-7.033
Rihanna;Unfaithful;226973;2006;144.069;hip hop, pop, R&B;0.391;0;-8.607
Dua Lipa;Hotter Than Hell;187957;2017;110.127;pop;0.868;3;-4.23
Daughtry;It's Not Over;215173;2016;145.959;pop, rock, metal;0.921;10;-3.476
Liberty X;Just A Little;237359;2019;103.887;pop;0.614;5;-6.554
Kungs;This Girl - Kungs Vs. Cookin' On 3 Burners;195561;2016;121.969;pop, Dance/Electronic;0.705;0;-4.684
My Chemical Romance;Welcome to the Black Parade;311106;2006;96.95;rock;0.905;2;-4.103
U2;Sometimes You Can't Make It On Your Own;305080;2004;96.0;World/Traditional, rock;0.597;2;-5.652
Future;Mask Off;204600;2017;150.062;hip hop, pop;0.434;2;-8.795
Kelly Rowland;Motivation;230560;2011;140.889;hip hop, pop, R&B;0.672;9;-5.589
Kasabian;Fire;252279;2009;117.029;rock;0.742;10;-5.643
Flo Rida;Low (feat. T-Pain);231400;2008;128.008;hip hop, pop;0.609;10;-5.64
Drake;Nonstop;238614;2018;154.983;hip hop, pop, R&B;0.412;7;-8.074
Grouplove;Tongue Tied;218013;2011;112.96;pop, rock, Folk/Acoustic;0.936;3;-5.835
Rita Ora;How We Do (Party);247026;2012;116.024;hip hop, pop, Dance/Electronic;0.922;7;-3.94
Vanessa Carlton;A Thousand Miles;237493;2002;94.931;Folk/Acoustic, pop;0.825;11;-3.862
Rui Da Silva;Touch Me (Radio Edit) [feat. Cassandra];213133;2001;129.078;Dance/Electronic;0.922;0;-8.399
Sia;Cheap Thrills (feat. Sean Paul);224813;2016;89.972;pop;0.8;6;-4.931
Alien Ant Farm;Smooth Criminal;209266;2001;126.928;rock, metal;0.964;9;-4.261
The Kooks;Naive;203506;2006;100.304;rock;0.808;8;-6.209
Lil' Kim;The Jump Off (feat. Mr. Cheeks) - Remix;234800;2003;104.946;hip hop, pop, R&B;0.752;1;-8.831
Twenty One Pilots;Heathens;195920;2016;90.024;rock;0.396;4;-9.348
M83;Midnight City;243960;2011;105.013;rock, pop, metal, Dance/Electronic;0.729;11;-5.399
Alexandra Burke;Hallelujah;217826;2009;182.571;pop;0.425;2;-6.211
Madonna;American Pie;273533;2000;124.036;pop;0.734;5;-7.48
Jessie J;Price Tag;223053;2011;175.015;hip hop, pop;0.831;5;-3.945
Bodyrockers;I Like The Way - Radio Edit;200053;2005;127.988;rock, Dance/Electronic;0.851;6;-3.638
Enrique Iglesias;Bailando - Spanish Version;243386;2014;90.949;pop, latin;0.792;7;-3.519
"H ""two"" O";What's It Gonna Be (feat. Platnum);207476;2008;139.61;Dance/Electronic;0.9;9;-4.758
Jagged Edge;Where the Party At (feat. Nelly);232573;2001;129.491;hip hop, pop, R&B;0.661;5;-6.239
Linkin Park;New Divide;268613;2009;117.971;rock, metal;0.808;5;-3.365
Plies;Bust It Baby, Pt. 2 (feat. Ne-Yo);240760;2008;78.946;hip hop, pop, R&B;0.801;5;-7.24
Rag'n'Bone Man;Skin;239626;2017;170.661;R&B;0.745;0;-7.733
No Doubt;Underneath It All;302720;2001;138.202;rock, pop;0.731;4;-4.822
Martin Garrix;Scared to Be Lonely;220883;2017;137.972;pop, Dance/Electronic;0.54;1;-7.786
Jennifer Lopez;Dance Again;237266;2012;127.974;hip hop, pop, R&B;0.867;11;-5.242
Trapt;Headstrong;285569;2002;184.981;rock, metal;0.896;4;-5.819
Enrique Iglesias;Escape;208626;2001;125.972;pop, latin;0.844;11;-5.305
Alicia Keys;No One;253813;2007;90.04;pop, R&B;0.549;1;-5.415
Nas;I Can;253720;2002;95.313;hip hop;0.885;6;-3.914
Charlie Puth;Done for Me (feat. Kehlani);180493;2018;112.009;pop;0.632;6;-3.692
Hinder;Better Than Me;223533;2019;139.913;pop, rock, metal;0.682;2;-5.295
Basement Jaxx;Good Luck;282306;2003;154.07;pop, Dance/Electronic;0.968;5;-3.092
Jonas Blue;Rise;194407;2018;106.046;pop, Dance/Electronic;0.785;1;-4.65
Donell Jones;Where I Wanna Be;253626;1999;102.053;pop, R&B;0.396;5;-9.131
NSG;Options;240081;2020;101.993;World/Traditional, hip hop;0.621;1;-4.684
Aloe Blacc;I Need A Dollar;243053;2010;95.498;R&B;0.482;6;-7.116
The Veronicas;Untouched;255360;2005;177.008;pop, Dance/Electronic;0.783;6;-4.893
Bruno Mars;The Lazy Song;189109;2010;174.915;pop;0.711;8;-5.124
David Guetta;She Wolf (Falling to Pieces) [feat. Sia];222500;2012;129.973;hip hop, pop, Dance/Electronic;0.857;7;-2.634
XXXTENTACION;Jocelyn Flores;119133;2017;134.021;hip hop;0.391;0;-9.144
Chris Brown;With You;252120;2007;86.009;hip hop, pop, R&B;0.693;3;-4.298
Olly Murs;Dear Darlin';206373;2012;124.021;pop, Dance/Electronic;0.828;11;-4.672
Ida Corr;Let Me Think About It;151973;2012;129.026;set();0.754;0;-3.425
Kylie Minogue;Love at First Sight;238266;2001;124.994;pop, Dance/Electronic;0.774;3;-6.066
Chicane;Don't Give Up;210786;2016;132.017;Dance/Electronic;0.72;10;-9.635
Katy Perry;Last Friday Night (T.G.I.F.);230746;2012;126.03;pop;0.815;3;-3.796
Wiz Khalifa;Roll Up;227773;2011;125.358;hip hop, pop;0.805;3;-5.473
Mary J. Blige;Family Affair;265866;2001;92.887;pop, R&B;0.551;8;-3.75
Nick Jonas;Jealous - Remix;222213;2014;93.047;pop;0.709;11;-3.578
Charlie Puth;Attention;211475;2017;100.041;pop;0.626;3;-4.432
Eminem;Not Afraid;248133;2010;114.635;hip hop;0.954;0;-1.19
Jim Jones;We Fly High;236080;2006;120.226;hip hop, pop;0.8;1;-6.564
James Morrison;I Won't Let You Go;229303;2011;105.955;pop, R&B;0.611;0;-6.427
Gary Jules;Mad World (Feat. Michael Andrews);189506;2001;174.117;pop;0.0581;3;-17.217
Drake;Hotline Bling;267066;2016;134.96;hip hop, pop, R&B;0.62;2;-8.094
Ashanti;Happy;262226;2002;89.488;hip hop, pop, R&B;0.515;2;-6.553
Migos;T-Shirt;242407;2017;139.023;hip hop, pop;0.687;10;-3.744
Lady Gaga;Telephone;220640;2009;122.014;pop;0.836;3;-5.903
Avril Lavigne;Complicated;244506;2002;77.987;pop;0.776;5;-5.898
Drake;Over;233560;2010;100.093;hip hop, pop, R&B;0.848;7;-5.611
Mark Ronson;Valerie (feat. Amy Winehouse) - Version Revisited;219413;2007;105.828;pop;0.844;1;-4.789
Cardi B;Please Me;200889;2019;133.992;hip hop, pop;0.57;1;-6.711
J. Holiday;Suffocate - Superclean;220053;2007;82.82;hip hop, pop, R&B, Dance/Electronic;0.445;9;-8.391
James Arthur;Impossible;209440;2013;169.533;pop;0.695;0;-4.782
DJ Ötzi;Hey Baby (Radio Mix);219240;2010;135.099;pop, easy listening, Dance/Electronic;0.968;10;-3.196
Dizzee Rascal;Holiday;220626;2011;117.985;hip hop, pop, Dance/Electronic;0.918;0;-1.925
Eminem;Like Toy Soldiers;296880;2004;79.178;hip hop;0.768;8;-3.489
Take That;Patience;202066;2006;175.788;pop;0.783;10;-4.154
Lil Peep;Save That Shit;231546;2017;105.997;hip hop;0.583;2;-8.672
Loud Luxury;Body (feat. brando);163216;2017;121.958;pop, Dance/Electronic;0.764;1;-4.399
Justin Timberlake;SexyBack (feat. Timbaland);242733;2006;117.0;pop;0.583;7;-5.562
Elliott Yamin;Wait for You;261320;2007;116.027;set();0.487;0;-6.734
Michael Jackson;You Rock My World;337733;2001;95.0;pop, R&B;0.673;4;-3.132
Destiny's Child;Survivor;254026;2001;161.109;pop, R&B;0.911;1;-2.027
Jonas Blue;Mama;181614;2017;104.016;pop, Dance/Electronic;0.792;11;-4.256
The Lumineers;Ophelia;160097;2016;76.026;pop, Folk/Acoustic;0.576;5;-6.429
Avant;Read Your Mind;263506;2003;73.108;pop, R&B;0.381;8;-6.696
Wiz Khalifa;Black and Yellow;217666;2011;164.02;hip hop, pop;0.834;2;-4.524
Mariah Carey;It's Like That;203360;2005;95.953;pop, R&B;0.633;8;-4.875
MEDUZA;Piece Of Your Heart;152913;2019;124.08;pop, Dance/Electronic;0.744;10;-6.806
Mustard;Pure Water (with Migos);192470;2019;202.015;hip hop, pop;0.559;0;-5.545
Kanye West;Flashing Lights;237506;2007;90.482;hip hop;0.628;6;-7.578
Otto Knows;Million Voices - Radio Edit;192866;2012;125.946;pop, Dance/Electronic;0.894;8;-6.298
Rich The Kid;Plug Walk;175229;2018;94.981;hip hop, pop;0.519;11;-6.531
The Chainsmokers;Don't Let Me Down;208373;2016;159.803;pop, Dance/Electronic;0.869;11;-5.094
Taio Cruz;Break Your Heart;201546;2010;122.01;hip hop, pop;0.934;3;-4.217
Taylor Swift;Cruel Summer;178426;2019;169.994;pop;0.702;9;-5.707
Kings of Leon;Sex on Fire;203346;2008;153.398;rock;0.905;9;-5.653
A.R. Rahman;Jai Ho! (You Are My Destiny);222400;2009;136.202;set();0.941;8;-3.919
Jay Rock;King's Dead (with Kendrick Lamar, Future & James Blake);229670;2018;137.133;hip hop, pop;0.705;1;-5.008
Evanescence;Bring Me To Life;235893;2003;94.612;metal;0.943;4;-3.188
